"SAMPLEID","StationID","RefSamp","Reference","nt_habit_climbcling","nt_volt_semi","pt_BCG_att1i234b","nt_EPT","x_HBI","LONG","PrecipWs","L3Eco","PrecipCat","ClayWs","K2OWs","Al2O3Ws","WetIndexWs","Fe2O3Cat","PermWs","NWs","ElevCat","WtDepWs","WsAreaSqKm","SandWs","MgOCat","CFS","TmeanCat","SWs","LAT","SampDate","nt_habit_climbcling_RFadj","x_HBI_RFadj","pt_BCG_att1i234b_RFadj","nt_volt_semi_RFadj","nt_EPT_RFadj","nt_habit_climbcling_RFadj_std","nt_volt_semi_RFadj_std","nt_EPT_RFadj_std","pt_BCG_att1i234b_RFadj_std","x_HBI_RFadj_std","Index_Score"
"KS_Liz_3040_Rep1","KS_MMI_Site001","Ref","Ref",36,8,11.86440678,20,4.815533981,-96.31618,1001.13491270125,"eco3_29",1033.28704913696,37.0146,1.05872394020973,5.71857281900693,802.037444983911,16.0170001983696,1.39824450244381,0.141825846387673,247.222217391304,157.049664237718,1110.357,9.7295,1.09155404567826,65.19,14.6325379060652,0.75089981009884,37.00375,2016-07-18,4.89316666666666,-0.0930971993599092,-0.948473635518425,0.162033333333331,2.50176666666667,83.3164170151355,49.3338940078246,75.968368890588,49.4259403822001,71.2107074200739,65.8510655431644
"KS_Clint_0466_Rep1","KS_MMI_Site002","Strs","Strs",27,4,10.25641026,19,5.053435115,-95.59228,1028.35129375202,"eco3_40",1091.62025016708,36.329,1.1100403855713,5.78803413396669,849.570883893027,3.66979848431913,1.80653030444474,0.104369835108227,224.826015037594,119.737856357021,8546.4324,11.4959,2.49942476139515,564,14.4131061000835,0.473468757661532,37.00553,2017-07-18,5.08646666666667,-0.0956819916768428,1.22219232363253,-0.5943,3.34846666666666,84.3667139019534,39.3273096841599,82.1636176389348,65.7237473048508,71.5052766313165,68.6173330322431
"KS_Liz_3108_Rep1","KS_MMI_Site003","Ref","Ref",18,5,5.555555556,5,5.676616915,-100.49189,443.898488262807,"eco3_25",530.986554992943,20.0323,1.85050281981249,9.59120262763928,939.266709029938,16.0170001983769,8.45948669649434,0.0890335909244361,719.228101623147,181.650706607431,16473.2319,36.8798,1.09155404567396,43.21,13.8915910491884,0.165864466773795,37.01163,2016-05-16,2.52296666666667,0.0212156580353939,1.07274329411888,1.35916666666667,-0.734000000000003,70.4379189233832,65.1724338667975,52.2924749593148,64.6016532223768,58.1833365101474,62.1375634964039
"KS_Liz_3515_Rep1","KS_MMI_Site004","Strs","HighStrs",11,3,0,1,5.467181467,-95.01117,1137.53090811285,"eco3_40",1130.88784085769,36.0146,1.7362237468987,9.24331757745948,957.689831329286,16.0170001983654,2.87772967801375,0.208270514076913,236.906730769231,71.5770600151189,152.3916,14.4217,1.09155404567692,4.86,14.2153390737692,0.224710712849164,37.01732,2015-09-22,-12.3713666666667,0.0421235798222339,-7.8064026712008,-2.01966666666667,-12.5394666666667,0,20.469154009227,0,0,55.8006189551921,15.2539545928838
"KS_Liz_3568_Rep1","KS_MMI_Site005","Ref","Ref",30,7,10,11,5.048543689,-96.263,1041.4496390309,"eco3_29",1038.89630694767,33.0684,1.01937701807549,5.37843512810569,786.827583583157,2.13433251745432,2.88608616255535,0.0392624126381382,262.497566445183,130.642327393362,59.1417,17.3279,1.35782856244186,7.42,14.4805118475083,0.317652066060404,37.0174,2016-07-18,2.52439999999999,-0.0674290697972042,0.284767530926999,1.0087,-0.611033333333337,70.4457069499623,60.5356234842937,53.1922140496124,58.6853689621986,68.2855050238022,62.2288836939738
"KS_Liz_3221_Rep1","KS_MMI_Site006","Strs","Strs",14,6,0,8,5.28,-97.58261,847.955493416609,"eco3_27",863.031223383459,39.0339,1.73401192291673,9.05278077843778,925.33719364117,16.0170001983709,1.81332529580958,0.0756862854521298,333.766817042607,166.261617953532,261.2745,9.8921,1.09155404567669,4.58,14.8671330234336,4.51049645022494,37.01885,2007-07-16,-6.4504,-0.227297597521731,-6.21186366755076,1.1931,-2.91099523809524,21.6810690823312,62.9753072427121,36.36354260551,9.90732438371635,86.5045107852386,43.4863508199016
"KS_Clint_0398_Rep1","KS_MMI_Site007","Strs","Strs",27,9,10.63829787,13,5.333333333,-94.72081,1159.26953371015,"eco3_39",1156.68273926,36.2511,0.826486067086445,3.77591567388146,887.806759828781,16.0170001983333,3.46238685760863,0.0650820213313122,239.394666666667,110.029282882533,6287.2983,16.6884,1.09155404568,976,14.436167717,0.139238323227679,37.02395,2017-09-25,3.01916666666666,0.0536304878273626,1.10831789585935,4.1929,-3.10423333333335,73.134025054987,100,34.949632049638,64.8687546564193,54.4892637671153,65.4883351056319
"KS_Liz_3453_Rep1","KS_MMI_Site008","Ref","Ref",25,5,16.21621622,13,5.123324397,-96.40687,997.232503424889,"eco3_28",1001.36941311881,37.202,1.02716417231177,5.56781971339905,798.506673718493,8.95662859249175,1.32656673817908,0.161188317383594,268.064447194719,158.741979130836,905.2974,9.3788,1.24249732218647,65.19,14.6910769986799,0.844507914835238,37.02454,2012-07-02,-0.878133333333327,0.0530730054511315,1.98808815855753,-1.168,-0.379533333333342,51.9580185521659,31.7370354314233,54.8860844703544,71.4742509177385,54.5527958129095,52.9216370369183
"KS_Liz_3642_Rep1","KS_MMI_Site009","Ref","Ref",4,1,9.090909091,2,4.993421053,-94.618714,1150.04388067661,"eco3_39",1150.04388067661,38.932,0.391485542132206,1.34116989415313,736.898286223013,1.01443719220565,4.68174716225239,0.0537818913000223,303.48580458491,178.116258624527,4.0437,21.8838,6.85465082038727,0.61,14.0049748211663,0.0630635953022479,37.030665,2019-08-26,-6.92643333333334,-0.158582305570899,-0.159908658225328,-1.05256666666667,-2.58883333333333,19.0945386735287,33.2642633517781,38.7207802779338,55.346648583159,78.6735491959244,45.0199560164648
"KS_Liz_3228_Rep1","KS_MMI_Site010","Strs","HighStrs",14,2,0,1,5.640569395,-94.85299,1148.91664790937,"eco3_40",1149.29289649467,33.2026,1.2692819833762,6.58321094514391,942.655970606246,2.25157690048233,3.75996978975301,0.152813002467034,263.98329669097,93.4857624004899,22.0455,18.8395,1.27137804031408,0.25,14.2364237023556,0.359901010989998,37.03129,2007-08-08,-6.5599,0.178965501765031,-7.60863805550486,-1.4538,-8.00123333333333,21.0861000750547,27.9557902136577,0,0,40.2057811233344,17.8495342824094
"KS_Clint_1978_Rep1","KS_MMI_Site011","Ref","Ref",14,5,10.52631579,3,5.050847458,-96.90447,988.870774773744,"eco3_28",970.841154050911,39.9834,0.709307177231382,3.78997413954379,813.842749922328,12.0069768743557,1.26536130876447,0.0626986727745101,333.825449402891,174.536673945691,1010.9871,9.6282,1.33227351939032,40.16,14.7759381545255,0.339173079087841,37.03467,2016-10-19,-3.468,-0.0799441630537965,-0.250613882510114,-0.436233333333331,-4.64843333333334,37.8859601079166,41.4185931950818,23.6508212344766,54.6656150846435,69.7117554521521,45.4665490148541
"KS_Liz_3510_Rep1","KS_MMI_Site012","Strs","HighStrs",9,4,6.896551724,3,5.415384615,-95.57747,1107.18866601589,"eco3_40",1094.25480084997,36.0761,1.03128721460239,4.99324812166107,911.543730879736,5.20211381383343,2.02519463992835,0.0610787978580351,220.397649743297,113.717215345066,386.8605,11.7102,1.53061839735881,13.5,14.4140960575585,0.281852219342869,37.03478,2015-05-05,-14.9330666666667,0.127010836096064,-1.38237600870664,-1.3742,-10.5934333333333,0,29.0089291896344,0,46.1681120315554,46.1266610277735,24.2607404497927
"KS_Liz_3184_Rep1","KS_MMI_Site013","Ref","Ref",25,10,15.90909091,14,5.102564103,-96.37408,997.330913033908,"eco3_28",1010.65162574052,37.1692,1.03268103260865,5.59628111892168,798.947426394995,16.0170001983673,1.33156582103727,0.160375844598738,248.494956268222,158.636221054899,919.197,9.4069,1.09155404567638,65.19,14.685082833207,0.835379444372951,37.03656,2007-08-07,-2.0959,0.0454059856692268,0.780792631680491,1.6112,-0.942200000000009,45.3412749470413,68.5069329444188,50.7690891208763,62.4096275413633,55.4265480114677,56.4906945130335
"KS_Clint_0432_Rep1","KS_MMI_Site014","Strs","Strs",27,3,8.823529412,19,5.265100671,-95.08108,992.613643491861,"eco3_40",1124.45868826394,39.1772,1.05611746912868,5.46327823526405,890.785746226062,9.32352256959937,1.59315260966294,0.109819614833012,246.427839748625,120.106642762406,14853.582,10.5753,1.17899399279654,1260,14.1764141039277,1.44445739755647,37.03693,2017-07-18,2.45586666666667,0.0592080523252623,-0.639619262708335,-1.4591,2.57786666666665,70.0733306093351,27.8856691511869,76.5251876336483,51.7448826008564,53.8536309682875,56.0165401926628
"KS_Liz_3495_Rep1","KS_MMI_Site015","Ref","Ref",9,1,8,2,5.769230769,-99.77665,460.808417612352,"eco3_26",598.366784699617,21.0599,1.91961222411054,10.005848281728,946.478680199017,13.3052528889007,8.20625587323634,0.098731597111509,577.90701640392,180.957910829642,20409.759,34.5878,1.25275252100554,43.24,14.3138957275245,0.151552309175674,37.03748,2015-06-23,-1.02313333333333,0.10654935933394,1.40494667031261,-1.07673333333333,-1.583,51.1701600493796,32.94452894743,46.0803972607835,67.0959045655802,48.4585006232378,49.1498982892822
"KS_Clint_0527_Rep1","KS_MMI_Site016","Ref","Ref",19,7,9.375,10,5.415178571,-98.46972,712.222693963476,"eco3_26",754.021976816081,24.4366,2.07308241099088,10.0335551672961,815.31758335735,14.0962725348891,6.55154586612077,0.128330414934445,399.977129158965,181.337964730537,2298.4416,33.281,1.6203749198475,109,14.7631211381701,2.0422078104296,37.03935,2019-07-24,0.241433333333323,0.0258773612512693,1.7155577262539,0.451099999999999,-0.130166666666668,58.0411917781621,53.1583584967986,56.7106841273122,69.4280363228552,57.6520774877682,58.9980696425793
"KS_Clint_0519_Rep1","KS_MMI_Site017","Strs","Strs",27,7,8.620689655,17,5.393442623,-97.49163,806.777446820711,"eco3_27",869.143626952191,22.8821,2.11441906512383,11.1398590157901,915.49729082599,16.01700019834,6.28305515066216,0.166608569078796,329.1653187251,174.672670376479,2367.2898,40.0701,1.09155404567729,117,14.8853767383798,1.62163629837252,37.04088,1984-05-23,6.01833333333333,0.000322869121065494,1.01761373718929,1.21006666666667,5.05573333333334,89.43001787986,63.199782845213,94.655576632393,64.1877291587585,60.5643294861916,74.4074872004832
"KS_Clint_0346_Rep1","KS_MMI_Site018","Other","Other",32,9,14.28571429,16,4.952879581,-94.64295,1162.28777621502,"eco3_39",1152.04627362836,38.0103,0.375542511022569,1.64258351720291,818.95088701227,6.89542033529662,3.67969386070849,0.0471618046468669,275.387662633981,118.569948780111,1205.0397,17.9662,7.10278508251088,300,14.1945952831901,0.0768999689915699,37.04206,1983-07-27,11.9806666666667,-0.227665159653331,5.07850451834583,3.88563333333333,3.03063333333333,100,98.5985710297699,79.838051841703,94.6777332085519,86.5463990586131,91.9321510277276
"KS_Clint_0350_Rep1","KS_MMI_Site018","Other","Other",18,6,14.28571429,8,5.05,-94.64295,1162.28777621502,"eco3_39",1152.04627362836,38.0103,0.375542511022569,1.64258351720291,818.95088701227,6.89542033529662,3.67969386070849,0.0471618046468669,275.387662633981,118.569948780111,1205.0397,17.9662,7.10278508251088,300,14.1945952831901,0.0768999689915699,37.04206,1992-09-01,-2.01933333333332,-0.130544740653332,5.07850451834583,0.885633333333332,-4.96936666666667,45.757300459892,58.907403593462,21.30257293917,94.6777332085519,75.4783201909384,59.2246660784029
"KS_Clint_0351_Rep1","KS_MMI_Site018","Other","Other",29,11,13.33333333,14,4.836158192,-94.64295,1162.28777621502,"eco3_39",1152.04627362836,38.0103,0.375542511022569,1.64258351720291,818.95088701227,6.89542033529662,3.67969386070849,0.0471618046468669,275.387662633981,118.569948780111,1205.0397,17.9662,7.10278508251088,300,14.1945952831901,0.0768999689915699,37.04206,1993-08-25,8.98066666666668,-0.344386548653332,4.12612355834584,5.88563333333333,1.03063333333333,100,100,65.2041821160697,87.5270608826451,99.848252080855,90.515899015914
"KS_Clint_0348_Rep1","KS_MMI_Site018","Other","Other",21,7,17.14285714,8,5.153333333,-94.64295,1162.28777621502,"eco3_39",1152.04627362836,38.0103,0.375542511022569,1.64258351720291,818.95088701227,6.89542033529662,3.67969386070849,0.0471618046468669,275.387662633981,118.569948780111,1205.0397,17.9662,7.10278508251088,300,14.1945952831901,0.0768999689915699,37.04206,1990-10-16,0.980666666666675,-0.0272114076533319,7.93564736834584,1.88563333333333,-4.96936666666667,62.0578212071948,72.137792738898,21.30257293917,100,63.702202551828,63.8400778874182
"KS_Clint_0345_Rep1","KS_MMI_Site018","Other","Other",21,7,13.51351351,10,4.865384615,-94.64295,1162.28777621502,"eco3_39",1152.04627362836,38.0103,0.375542511022569,1.64258351720291,818.95088701227,6.89542033529662,3.67969386070849,0.0471618046468669,275.387662633981,118.569948780111,1205.0397,17.9662,7.10278508251088,300,14.1945952831901,0.0768999689915699,37.04206,1982-04-21,0.980666666666675,-0.315160125653332,4.30630373834583,1.88563333333333,-2.96936666666667,62.0578212071948,72.137792738898,35.9364426648033,88.8798907699655,96.5175379209004,71.1058970603524
"KS_Clint_0358_Rep1","KS_MMI_Site018","Other","Other",27,9,9.756097561,10,5.038461538,-94.64295,1162.28777621502,"eco3_39",1152.04627362836,38.0103,0.375542511022569,1.64258351720291,818.95088701227,6.89542033529662,3.67969386070849,0.0471618046468669,275.387662633981,118.569948780111,1205.0397,17.9662,7.10278508251088,300,14.1945952831901,0.0768999689915699,37.04206,2013-09-25,6.98066666666668,-0.142083202653332,0.548887789345835,3.88563333333333,-2.96936666666667,94.6588627018005,98.5985710297699,35.9364426648033,60.6684382400503,76.7932713489196,73.3311171970687
"KS_Clint_0347_Rep1","KS_MMI_Site018","Other","Other",17,7,15.78947368,11,5,-94.64295,1162.28777621502,"eco3_39",1152.04627362836,38.0103,0.375542511022569,1.64258351720291,818.95088701227,6.89542033529662,3.67969386070849,0.0471618046468669,275.387662633981,118.569948780111,1205.0397,17.9662,7.10278508251088,300,14.1945952831901,0.0768999689915699,37.04206,1984-09-25,-3.01933333333332,-0.180544740653332,6.58226390834584,1.88563333333333,-1.96936666666667,40.3237935441243,72.137792738898,43.2533775276199,100,81.1764416475987,67.3782810916482
"KS_Clint_0360_Rep1","KS_MMI_Site018","Other","Other",28,6,11.9047619,13,5.259938838,-94.64295,1162.28777621502,"eco3_39",1152.04627362836,38.0103,0.375542511022569,1.64258351720291,818.95088701227,6.89542033529662,3.67969386070849,0.0471618046468669,275.387662633981,118.569948780111,1205.0397,17.9662,7.10278508251088,300,14.1945952831901,0.0768999689915699,37.04206,2015-10-14,7.98066666666668,0.0793940973466682,2.69755212834584,0.885633333333332,0.0306333333333324,100,58.907403593462,57.8872472532531,76.801052468867,51.5531802430558,69.0297767117276
"KS_Clint_0361_Rep1","KS_MMI_Site018","Other","Other",28,9,19.51219512,16,5.011560694,-94.64295,1162.28777621502,"eco3_39",1152.04627362836,38.0103,0.375542511022569,1.64258351720291,818.95088701227,6.89542033529662,3.67969386070849,0.0471618046468669,275.387662633981,118.569948780111,1205.0397,17.9662,7.10278508251088,300,14.1945952831901,0.0768999689915699,37.04206,2016-06-22,7.98066666666668,-0.168984046653332,10.3049853483458,3.88563333333333,3.03063333333333,100,98.5985710297699,79.838051841703,100,79.858956876893,91.6591159496732
"KS_Clint_0362_Rep1","KS_MMI_Site018","Other","Other",24,8,15.38461538,12,4.969565217,-94.64295,1162.28777621502,"eco3_39",1152.04627362836,38.0103,0.375542511022569,1.64258351720291,818.95088701227,6.89542033529662,3.67969386070849,0.0471618046468669,275.387662633981,118.569948780111,1205.0397,17.9662,7.10278508251088,300,14.1945952831901,0.0768999689915699,37.04206,2017-09-25,3.98066666666668,-0.210979523653331,6.17740560834583,2.88563333333333,-0.969366666666668,78.3583419544976,85.3681818843339,50.5703123904365,100,84.6448634484207,79.7883399355377
"KS_Clint_0363_Rep1","KS_MMI_Site018","Other","Other",23,11,26.47058824,14,4.850174216,-94.64295,1162.28777621502,"eco3_39",1152.04627362836,38.0103,0.375542511022569,1.64258351720291,818.95088701227,6.89542033529662,3.67969386070849,0.0471618046468669,275.387662633981,118.569948780111,1205.0397,17.9662,7.10278508251088,300,14.1945952831901,0.0768999689915699,37.04206,2018-10-23,2.98066666666668,-0.330370524653332,17.2633784683458,5.88563333333333,1.03063333333333,72.92483503873,100,65.2041821160697,100,98.2509519390257,87.2759938187651
"KS_Clint_0352_Rep1","KS_MMI_Site018","Other","Other",21,6,12.90322581,9,4.787356322,-94.64295,1162.28777621502,"eco3_39",1152.04627362836,38.0103,0.375542511022569,1.64258351720291,818.95088701227,6.89542033529662,3.67969386070849,0.0471618046468669,275.387662633981,118.569948780111,1205.0397,17.9662,7.10278508251088,300,14.1945952831901,0.0768999689915699,37.04206,2003-07-23,0.980666666666675,-0.393188418653332,3.69601603834584,0.885633333333332,-3.96936666666667,62.0578212071948,58.907403593462,28.6195078019866,84.29772507103,100,66.7764915347347
"KS_Clint_0353_Rep1","KS_MMI_Site018","Other","Other",23,9,14.70588235,12,5.245398773,-94.64295,1162.28777621502,"eco3_39",1152.04627362836,38.0103,0.375542511022569,1.64258351720291,818.95088701227,6.89542033529662,3.67969386070849,0.0471618046468669,275.387662633981,118.569948780111,1205.0397,17.9662,7.10278508251088,300,14.1945952831901,0.0768999689915699,37.04206,2005-07-07,2.98066666666668,0.064854032346668,5.49867257834583,3.88563333333333,-0.969366666666668,72.92483503873,98.5985710297699,50.5703123904365,97.8324415081298,53.2102013702106,74.6272722674554
"KS_Clint_0354_Rep1","KS_MMI_Site018","Other","Other",25,8,17.14285714,10,4.987951807,-94.64295,1162.28777621502,"eco3_39",1152.04627362836,38.0103,0.375542511022569,1.64258351720291,818.95088701227,6.89542033529662,3.67969386070849,0.0471618046468669,275.387662633981,118.569948780111,1205.0397,17.9662,7.10278508251088,300,14.1945952831901,0.0768999689915699,37.04206,2006-06-27,4.98066666666668,-0.192592933653332,7.93564736834584,2.88563333333333,-2.96936666666667,83.7918488702652,85.3681818843339,35.9364426648033,100,82.5494829885444,77.5291912815894
"KS_Clint_0355_Rep1","KS_MMI_Site018","Other","Other",26,6,12.82051282,12,5.172588832,-94.64295,1162.28777621502,"eco3_39",1152.04627362836,38.0103,0.375542511022569,1.64258351720291,818.95088701227,6.89542033529662,3.67969386070849,0.0471618046468669,275.387662633981,118.569948780111,1205.0397,17.9662,7.10278508251088,300,14.1945952831901,0.0768999689915699,37.04206,2007-08-16,5.98066666666668,-0.00795590865333207,3.61330304834583,0.885633333333332,-0.969366666666668,89.2253557860328,58.907403593462,50.5703123904365,83.6766989129829,61.507799111616,68.777513958906
"KS_Clint_0356_Rep1","KS_MMI_Site018","Other","Other",17,6,11.42857143,7,5.292134831,-94.64295,1162.28777621502,"eco3_39",1152.04627362836,38.0103,0.375542511022569,1.64258351720291,818.95088701227,6.89542033529662,3.67969386070849,0.0471618046468669,275.387662633981,118.569948780111,1205.0397,17.9662,7.10278508251088,300,14.1945952831901,0.0768999689915699,37.04206,2010-05-11,-3.01933333333332,0.111590090346668,2.22136165834583,0.885633333333332,-5.96936666666667,40.3237935441243,58.907403593462,13.9856380763534,73.2257163809956,47.8840466724201,46.8653196534711
"KS_Clint_0349_Rep1","KS_MMI_Site018","Other","Other",17,2,16.12903226,10,4.900900901,-94.64295,1162.28777621502,"eco3_39",1152.04627362836,38.0103,0.375542511022569,1.64258351720291,818.95088701227,6.89542033529662,3.67969386070849,0.0471618046468669,275.387662633981,118.569948780111,1205.0397,17.9662,7.10278508251088,300,14.1945952831901,0.0768999689915699,37.04206,1991-04-16,-3.01933333333332,-0.279643839653332,6.92182248834583,-3.11436666666667,-2.96936666666667,40.3237935441243,5.98584701171823,35.9364426648033,100,92.4700156945508,54.9432197830393
"KS_Clint_0359_Rep1","KS_MMI_Site018","Other","Other",28,13,12.5,13,5.274021352,-94.64295,1162.28777621502,"eco3_39",1152.04627362836,38.0103,0.375542511022569,1.64258351720291,818.95088701227,6.89542033529662,3.67969386070849,0.0471618046468669,275.387662633981,118.569948780111,1205.0397,17.9662,7.10278508251088,300,14.1945952831901,0.0768999689915699,37.04206,2014-07-16,7.98066666666668,0.0934766113466683,3.29279022834583,7.88563333333333,0.0306333333333324,100,100,57.8872472532531,81.2702226725587,49.9483027393134,77.8211545330251
"KS_Clint_0357_Rep1","KS_MMI_Site018","Other","Other",26,9,11.36363636,12,5.132450331,-94.64295,1162.28777621502,"eco3_39",1152.04627362836,38.0103,0.375542511022569,1.64258351720291,818.95088701227,6.89542033529662,3.67969386070849,0.0471618046468669,275.387662633981,118.569948780111,1205.0397,17.9662,7.10278508251088,300,14.1945952831901,0.0768999689915699,37.04206,2012-06-06,5.98066666666668,-0.0480944096533316,2.15642658834583,3.88563333333333,-0.969366666666668,89.2253557860328,98.5985710297699,50.5703123904365,72.7381705064647,66.0820801873415,75.4428979800091
"KS_Liz_3429_Rep1","KS_MMI_Site019","Other","Other",20,6,8.108108108,9,5.248908297,-96.48955,992.21443780494,"eco3_28",989.278795792759,37.5146,0.91312529105617,4.87166040343471,795.106664764109,2.42655301093633,1.3263080346054,0.156155798958345,274.808701622971,165.065525924986,170.2971,9.0258,1.65823805332085,8.76,14.6307955478152,0.859518511901587,37.04466,2012-07-02,-3.87790000000001,0.21349919235463,-4.12180286647261,0.748199999999998,-1.793,35.6587656231434,57.0891071119076,44.543840939592,25.5999311843943,36.2702378568092,39.8323765431693
"KS_Liz_3358_Rep1","KS_MMI_Site020","Ref","Ref",17,3,9.090909091,10,4.306122449,-96.68169,999.999373595451,"eco3_28",992.712319912587,37.6657,0.576707759391652,3.06638848595286,829.45980468911,3.54806467161713,1.26890642383287,0.0450576031759858,380.337403846154,172.772495364457,21.8421,8.9806,1.84005732240385,2.75,14.4861108081294,0.362904649140179,37.05639,2010-07-28,0.614133333333328,-0.349585324240572,-0.516002473938327,-0.313400000000002,1.20256666666667,60.0662598056687,43.0437259951128,66.4622071168167,52.6730229014302,100,64.4490431638057
"KS_Clint_0516_Rep1","KS_MMI_Site021","Strs","Strs",15,4,0,12,5.545454545,-97.05897,505.731856385236,"eco3_27",968.256943633501,23.3429,1.8426451419337,9.45636555772625,909.697498038849,16.0170001983704,7.59918353845575,0.11289305150774,325.422619647355,175.43665610178,109234.1781,32.3727,1.09155404567654,1170,14.8001307420655,0.371181080960016,37.05641,2019-08-15,-5.31603333333334,0.166196227981971,-5.68953184223805,-0.869200000000001,0.0988714285714316,27.8446582106808,35.6902757080795,58.386540951273,13.8290992669563,41.6609985819188,35.4823145437817
"KS_Liz_3643_Rep1","KS_MMI_Site022","Ref","BestRef",12,2,7.692307692,5,5.663865546,-98.730731,702.326519527091,"eco3_26",706.606129855103,32.6398,1.93789048544282,8.06248470733024,784.317756656861,2.89480710029265,2.80231688919062,0.0744976409236856,467.867359029265,182.906906539941,23.8626,20.3536,4.70439815521056,0.45,14.3689875469665,4.47776940305065,37.059841,2019-07-02,-0.892766666666663,-0.0620284058995253,2.20265647671335,-0.592066666666667,0.576133333333331,51.8785082342985,39.3568575532513,61.8786352209196,73.0852740262362,67.6700322470907,58.7738614563593
"KS_Clint_0469_Rep1","KS_MMI_Site023","Other","SomeStrs",18,5,0,6,5.745614035,-95.98919,1051.51290617049,"eco3_29",1107.79665576308,34.3832,1.22015903291412,6.31051459266751,803.749907798533,16.0170001983692,2.50703022750511,0.0560464141475185,226.230043076923,127.050263586401,710.1297,14.5173,1.09155404567692,20.46,14.4101400137538,0.312973700119224,37.06783,1983-09-28,-9.2184,0.367262543612892,-7.65618908884446,-1.61573333333333,-9.74966666666667,6.6411219394865,25.8133491980401,0,0,18.7469928357552,10.2402927946564
